master_record_number,agency,agency_tracking_number,county,city,collision_date,vehicles_involved,number_injured,number_dead,latitude,longitude,roadway_name,roadway_suffix,roadway_number,roadway_local_id,distance_from_reference,miles-feet_indicator,direction_from_reference,intersection_road_name,intersection_road_name_suffix,intersection_road_number,intersection_local_id,mile_marker,intersection_indicator,intersect_type,interchange_related_indicator,relation_to_junction,work_zone_type,construction_maintenance_zone,construction_maintenance_zone_location,fatal_case_number,officer_first_name,officer_last_name,weather_condition(s),manner_of_crash,pedestrian,bicycle,scooter,parking,hitrun,mou
101276588,METROPOLITAN NASHVILLE POLICE DEPT,20160590199,Davidson,Not in City Limit,7/1/2016 4:20:00 AM,1,0,0,36.268260,-86.750900,OLD HICKORY BLVDW,,,,1409.00,Feet,West,NESBITT DR,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Trent,Craig,Cloudy,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
101276615,METROPOLITAN NASHVILLE POLICE DEPT,20160590261,Davidson,Nashville,7/1/2016 5:00:00 AM,2,0,0,36.045750,-86.778160,I 65,,,,0.00,,,,,,,75.15,N,Not at Intersection,N,Non-Junction,None,,,         ,Marc,Haugen,Clear,Angle,no,no,no,no,no,False
101276640,GOODLETTSVILLE POLICE DEPT,16-23111,Davidson,Goodlettsville,7/1/2016 6:25:00 AM,3,0,0,36.309793,-86.688432,VIETNAM VETERANS,PKWY,SR386,,100.00,Feet,East,,,,,1.20,N,Not at Intersection,Y,Non-Junction,None,,,         ,Jeremy,Baker,Cloudy,Front to Rear,no,no,no,no,no,False
101276647,METROPOLITAN NASHVILLE POLICE DEPT,20160590659,Davidson,Nashville,7/1/2016 7:57:00 AM,2,0,0,36.180630,-86.788320,3RD AVN,,,,0.00,,,VAN BUREN ST,,,,0.00,Y,Four-Way, ,Non-Junction,None,,,         ,Andrae,Starling,Rain,Front to Rear,no,no,no,no,no,False
101276695,METROPOLITAN NASHVILLE POLICE DEPT,20160590831,Davidson,Nashville,7/1/2016 9:01:00 AM,2,0,0,36.148370,-86.780400,I 40,,,,0.00,,,,,,,209.80,N,Not at Intersection,N,Non-Junction,None,,,         ,Justin,Fox,Rain,Front to Rear,no,no,no,no,no,False
101276698,METROPOLITAN NASHVILLE POLICE DEPT,2016-0590538,Davidson,Nashville,7/1/2016 7:10:00 AM,2,0,0,36.086300,-86.695120,HARDING PL,,,,320.00,Feet,East,S PERIMETER PARK DR,,,,0.00,N,Not at Intersection,N,OtherLocation,None,,,         ,William,Whitworth,Cloudy,"Sideswipe, Same Direction",no,no,no,yes,yes,False
101276706,VANDERBILT UNIVERSITY POLICE,16-0590762,Davidson,Nashville,7/1/2016 7:00:00 AM,2,0,0,36.138940,-86.803590,CHILDRENS WAY,,,,203.00,Feet,West,23RD AVS,,,,0.00,N,Not at Intersection, ,,None,,,         ,Roger,Tidwell,,,no,no,no,yes,no,Campus
101276723,Nashville Airport Police,16-001793,Davidson,Nashville,7/1/2016 8:45:00 AM,2,0,0,0.000000,0.000000,HANGAR LANE,LN,SR1,1,5.00,Miles,West,DONELSON PIKE,PIKE,SR255,2,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Jerry,Lovell,Rain,Angle,no,no,no,no,no,False
101276754,METROPOLITAN NASHVILLE POLICE DEPT,20160591078,Davidson,Nashville,7/1/2016 10:14:00 AM,3,4,0,36.142590,-86.815500,WEST END AV,,,,0.00,,,31ST AVN,,,,0.00,Y,Four-Way,N,Intersection,None,,,         ,Nathan,Kemp,Clear,Angle,no,no,no,no,no,Campus
101276767,METROPOLITAN NASHVILLE POLICE DEPT,20160591109,Davidson,Nashville,7/1/2016 10:00:00 AM,1,0,0,36.218450,-86.693050,BRILEY PKWYS,,,,500.00,Feet,South,BRILEY PKWY S EXT RAMP,,,,0.00,N,Not at Intersection, ,,None,,,         ,Jessie,Loy,,,no,no,no,no,no,False
101276769,METROPOLITAN NASHVILLE POLICE DEPT,2016-0591265,Davidson,Nashville,7/1/2016 11:00:00 AM,2,0,0,36.074480,-86.920940,OLD HICKORY BLVD,,,,0.00,,,HIGHWAY 70S,,,,0.00,Y,Four-Way,N,Intersection,None,,,         ,Curtis,Rich,Clear,Angle,no,no,no,no,no,False
101276771,METROPOLITAN NASHVILLE POLICE DEPT,20160591079,Davidson,Nashville,7/1/2016 10:18:00 AM,2,0,0,36.226000,-86.597750,SAUNDERSVILLE RD,,,,133.00,Feet,North,LEXINGTON WAY,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Wesley,Young,Clear,"Sideswipe, Same Direction",no,no,no,no,yes,False
101276780,METROPOLITAN NASHVILLE POLICE DEPT,20160590965,Davidson,Nashville,7/1/2016 9:45:00 AM,1,0,0,36.177470,-86.792510,7TH AVN,,,,0.00,,,TAYLOR ST,,,,0.00,Y,T-Intersection, ,Non-Junction,None,,,         ,Andrae,Starling,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
101276784,METROPOLITAN NASHVILLE POLICE DEPT,20160591184,Davidson,Nashville,7/1/2016 10:50:00 AM,2,0,0,36.167660,-86.663320,LEBANON PKE,,,,0.00,,,DONELSON PKE,,,,0.00,Y,T-Intersection, ,Intersection,None,,,         ,James,Curtis,Clear,Front to Rear,no,no,no,no,no,False
