master_record_number,agency,agency_tracking_number,county,city,collision_date,vehicles_involved,number_injured,number_dead,latitude,longitude,roadway_name,roadway_suffix,roadway_number,roadway_local_id,distance_from_reference,miles-feet_indicator,direction_from_reference,intersection_road_name,intersection_road_name_suffix,intersection_road_number,intersection_local_id,mile_marker,intersection_indicator,intersect_type,interchange_related_indicator,relation_to_junction,work_zone_type,construction_maintenance_zone,construction_maintenance_zone_location,fatal_case_number,officer_first_name,officer_last_name,weather_condition(s),manner_of_crash,pedestrian,bicycle,scooter,parking,hitrun,mou
103344316,METROPOLITAN NASHVILLE POLICE DEPT,20220321624,Davidson,Nashville,7/1/2022 12:00:00 AM,3,3,0,36.158480,-86.640220,STEWARTS FERRY PKE,,,,6.00,Feet,East,HICKORY BEND DR,,,,0.00,N,Not at Intersection,Y,Non-Junction,None,,,         ,Jacob,Snyder,Cloudy,Angle,no,no,no,no,yes,False
103344349,METROPOLITAN NASHVILLE POLICE DEPT,20220321763,Davidson,Nashville,7/1/2022 3:11:00 AM,2,0,0,36.200950,-86.823360,BUENA VISTA PKE,,,,892.00,Feet,East,EAST LN,,,,0.00,N,Not at Intersection,N,OtherLocation,None,,,         ,Amanda,Hanna,Clear,Angle,no,no,no,yes,yes,False
103344362,METROPOLITAN NASHVILLE POLICE DEPT,20220321774,Davidson,Nashville,7/1/2022 12:00:00 AM,2,0,0,36.085510,-86.690740,ANTIOCH PKE,,,,7.00,Feet,South,PERIMETER HILL DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,John,Braxton,Clear,Rear to Rear,no,no,no,yes,no,False
103344363,METROPOLITAN NASHVILLE POLICE DEPT,20220321753,Davidson,Nashville,7/1/2022 3:35:00 AM,2,0,0,36.061820,-86.681490,I 24,,,,0.00,,,,,,,57.70,N,Not at Intersection, ,Non-Junction,None,,,         ,Kurt,Lewton,Clear,Front to Rear,no,no,no,no,no,False
103344374,METROPOLITAN NASHVILLE POLICE DEPT,20220321779,Davidson,Nashville,7/1/2022 4:00:00 AM,1,0,0,36.166830,-86.610210,I40 E EXT RAMP,,,,0.00,Feet,East,I 40,,,,0.00,N,Not at Intersection,N,Entrance/Exit Ramp Related,None,,,         ,Torry,Hill,Clear,Unknown,no,no,no,no,yes,False
103344377,METROPOLITAN NASHVILLE POLICE DEPT,20220321765,Davidson,Nashville,7/1/2022 3:58:00 AM,1,1,0,36.145320,-86.751920,MURFREESBORO PKE,,,,196.00,Feet,East,LESTER AV,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Timothy,Lehnert,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
103344379,METROPOLITAN NASHVILLE POLICE DEPT,20220321839,Davidson,Nashville,7/1/2022 5:47:00 AM,2,0,0,36.145890,-86.666080,ROYAL PKWY,,,,156.00,Feet,East,DONELSON PKE,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Jacob,Snyder,Clear,Front to Rear,no,no,no,yes,yes,False
103344386,METROPOLITAN NASHVILLE POLICE DEPT,20220321811,Davidson,Not in City Limit,7/1/2022 5:07:00 AM,2,0,0,36.077060,-87.012150,I 40,,,,0.00,,,,,,,193.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Christopher,Alceus,Clear,"Sideswipe, Same Direction",no,no,no,no,no,False
103344405,METROPOLITAN NASHVILLE POLICE DEPT,20220321850,Davidson,Nashville,7/1/2022 12:00:00 AM,1,1,0,36.160470,-86.778440,5TH AVS,,,,0.00,,,BROADWAY,,,,0.00,Y,Four-Way,N,Intersection,None,,,         ,James,Thornton,Clear,Not Collision with Motor Vehicle in Transport,yes,no,no,no,yes,False
103344406,METROPOLITAN NASHVILLE POLICE DEPT,20220321814,Davidson,Nashville,7/1/2022 5:19:00 AM,2,0,0,36.077090,-86.725560,EDMONDSON PKE,,,,0.00,,,WALLACE RD,,,,0.00,Y,Four-Way,N,Intersection-Related,None,,,         ,Holly,Davis,Clear,Angle,no,no,no,no,no,False
103344443,METROPOLITAN NASHVILLE POLICE DEPT,20220321962,Davidson,Nashville,7/1/2022 7:35:00 AM,2,0,0,36.155680,-86.789740,I40 E EXT RAMP,,,,11.00,Feet,North,BROADWAY,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Jennifer,Liquori,Clear,Angle,no,no,no,no,no,False
103344465,METROPOLITAN NASHVILLE POLICE DEPT,20220321983,Davidson,Nashville,7/1/2022 6:45:00 AM,2,1,0,36.148890,-86.746190,I 40,,,,0.00,,,,,,,211.85,N,Not at Intersection,N,Non-Junction,None,,,         ,Patrick,Lancaster,Clear,"Sideswipe, Same Direction",no,no,no,no,no,False
103344471,METROPOLITAN NASHVILLE POLICE DEPT,20220321908,Davidson,Nashville,7/1/2022 6:58:00 AM,4,1,0,36.052280,-86.670740,I 24,,,,0.00,,,,,,,58.60,N,Not at Intersection,N,Non-Junction,None,,,         ,Darrin,Hardin,Clear,Front to Rear,no,no,no,no,no,False
103344492,METROPOLITAN NASHVILLE POLICE DEPT,20220321969,Davidson,Nashville,7/1/2022 7:34:00 AM,2,0,0,36.153100,-86.842250,46TH AVN,,,,74.00,Feet,South,I40 E ENT RAMP,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Tony,Folad,Clear,Angle,no,no,no,no,no,False
103344495,METROPOLITAN NASHVILLE POLICE DEPT,20220321703,Davidson,Nashville,7/1/2022 2:11:00 AM,2,2,0,36.179370,-86.870010,BRILEY PKWYS,,,,2105.00,Feet,North,BRILEY PKWYN,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Theodore,Meskers,Clear,HeadOn,no,no,no,no,no,False
103344505,METROPOLITAN NASHVILLE POLICE DEPT,20220322047,Davidson,Nashville,7/1/2022 12:00:00 AM,2,0,0,36.187920,-86.798480,ROSA L PARKS BLVD,,,,0.00,,,DOMINICAN DR,,,,0.00,Y,Four-Way, ,,None,,,         ,Alex,Gibson,,,no,no,no,no,no,False
103344506,METROPOLITAN NASHVILLE POLICE DEPT,20220321913,Davidson,Nashville,7/1/2022 6:40:00 AM,2,0,0,36.082050,-86.697450,I 24,,,,0.00,,,,,,,56.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Gerald,Gomes,Clear,Front to Rear,no,no,no,no,no,False
103344508,METROPOLITAN NASHVILLE POLICE DEPT,20220322060,Davidson,Nashville,7/1/2022 8:33:00 AM,2,0,0,36.042340,-86.653610,I 24,,,,0.00,,,,,,,59.75,N,Not at Intersection, ,Non-Junction,None,,,         ,Benjamin,Tasto,Clear,Front to Rear,no,no,no,no,no,False
103344516,METROPOLITAN NASHVILLE POLICE DEPT,20220322115,Davidson,Nashville,7/1/2022 9:23:00 AM,1,1,0,36.077140,-86.725570,NOLENSVILLE PKE,,,,16.00,Feet,North,WALLACE RD,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Darrin,Hardin,Clear,Not Collision with Motor Vehicle in Transport,no,yes,no,no,no,False
103344528,METROPOLITAN NASHVILLE POLICE DEPT,20220322054,Davidson,Not in City Limit,7/1/2022 9:20:00 AM,2,0,0,35.995580,-86.688010,NOLENSVILLE PKE,,,,54.00,Feet,West,PETTUS RD,,,,0.00,N,Not at Intersection, ,,None,,,         ,Kyle,Kinsman,,,no,no,no,no,no,False
103344531,METROPOLITAN NASHVILLE POLICE DEPT,20220322146,Davidson,Nashville,7/1/2022 9:40:00 AM,2,0,0,36.217450,-86.743450,HART LN,,,,0.00,Feet,,BEN ALLEN RD,,,,0.00,Y,Four-Way,N,Intersection-Related,None,,,         ,Ryan,Papp,Clear,Angle,no,no,no,no,no,False
