master_record_number,agency,agency_tracking_number,county,city,collision_date,vehicles_involved,number_injured,number_dead,latitude,longitude,roadway_name,roadway_suffix,roadway_number,roadway_local_id,distance_from_reference,miles-feet_indicator,direction_from_reference,intersection_road_name,intersection_road_name_suffix,intersection_road_number,intersection_local_id,mile_marker,intersection_indicator,intersect_type,interchange_related_indicator,relation_to_junction,work_zone_type,construction_maintenance_zone,construction_maintenance_zone_location,fatal_case_number,officer_first_name,officer_last_name,weather_condition(s),manner_of_crash,pedestrian,bicycle,scooter,parking,hitrun,mou
100879186,METROPOLITAN NASHVILLE POLICE DEPT,2015-0625113,Davidson,Nashville,7/1/2015 6:42:00 AM,2,0,0,36.046190,-86.660290,I 24,,,,0.00,,,,,,,59.30,N,Not at Intersection, ,Non-Junction,None,,,         ,John,Neely,Clear,Front to Rear,no,no,no,no,no,False
100879191,METROPOLITAN NASHVILLE POLICE DEPT,2015-0625210,Davidson,Nashville,7/1/2015 6:35:00 AM,2,0,0,36.039830,-86.740460,STATE HWY 254,,,,365.00,Feet,West,HIGHLAND WAY,,,,0.00,N,Not at Intersection, ,,None,,,         ,David,Anderson,,,no,no,no,no,no,False
100879192,METROPOLITAN NASHVILLE POLICE DEPT,2015-0625279,Davidson,Nashville,7/1/2015 7:55:00 AM,2,0,0,36.148890,-86.822580,I 440,,,,0.00,,,,,,,1.40,N,Not at Intersection, ,Non-Junction,None,,,         ,Curtis,Rich,Cloudy,Front to Rear,no,no,no,no,no,False
100879202,GOODLETTSVILLE POLICE DEPT,15-24716,Davidson,Goodlettsville,7/1/2015 7:33:00 AM,2,0,0,0.000000,0.000000,VIETNAM VETERANS BLVD.,,SR386,,2000.00,Feet,,CONFERENCE DR,,,,1.09,N,Not at Intersection, ,Non-Junction,None,,,         ,John,Spencer,Cloudy,"Sideswipe, Same Direction",no,no,no,no,no,False
100879231,Nashville Airport Police,2015-01429,Davidson,Nashville,7/1/2015 9:03:00 PM,2,0,0,0.000000,0.000000,TERMINAL DRIVE,DR,,,0.25,Miles,West,DONELSON PIKE,PIKE,SR255,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Gary,Polk,Clear,Front to Rear,no,no,no,yes,no,False
100879239,METROPOLITAN NASHVILLE POLICE DEPT,20150625536,Davidson,Nashville,7/1/2015 9:15:00 AM,2,0,0,36.149730,-86.748030,I 40,,,,0.00,,,,,,,211.75,N,Not at Intersection, ,Non-Junction,None,,,         ,Jason,Smith,Cloudy,Front to Rear,no,no,no,no,no,False
100879240,METROPOLITAN NASHVILLE POLICE DEPT,20150625453,Davidson,Nashville,7/1/2015 8:44:00 AM,2,0,0,36.040840,-86.779350,STATE HWY 254,,,,0.00,,,FRANKLIN PIKE CIR,,,,0.00,Y,Four-Way, ,Intersection-Related,None,,,         ,Marc,Haugen,Cloudy,"Sideswipe, Same Direction",no,no,no,no,no,False
100879241,METROPOLITAN NASHVILLE POLICE DEPT,2015-0625672,Davidson,Nashville,7/1/2015 10:00:00 AM,2,0,0,36.120240,-86.911700,I 40,,,,0.00,,,,,,,200.10,N,Not at Intersection, ,Non-Junction,None,,,         ,Curtis,Rich,Rain,"Sideswipe, Same Direction",no,no,no,no,yes,False
100879257,METROPOLITAN NASHVILLE POLICE DEPT,2015-0625641,Davidson,Nashville,7/1/2015 9:50:00 AM,2,1,0,36.131490,-86.727240,I 24,,,,0.00,,,,,,,51.10,N,Not at Intersection,N,Non-Junction,None,,,         ,Jeffrey,Nidiffer,Cloudy,Front to Rear,no,no,no,no,no,False
100879269,METROPOLITAN NASHVILLE POLICE DEPT,20150625853,Davidson,Nashville,7/1/2015 10:43:00 AM,2,0,0,36.062650,-86.716970,US HWY 31 ALT,,,,73.00,Feet,South,FAIRLANE DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Arthur,Hummell,Rain,"Sideswipe, Same Direction",no,no,no,no,yes,False
100879271,METROPOLITAN NASHVILLE POLICE DEPT,20150625570,Davidson,Nashville,7/1/2015 9:25:00 AM,2,0,0,36.164110,-86.685540,BLUE HILLS DR,,,,0.00,Feet,,FAIRWAY DR,,,,0.00,Y,Four-Way,N,Intersection,None,,,         ,Joshua,Billotte,Cloudy,Angle,no,no,no,no,no,False
100879273,METROPOLITAN NASHVILLE POLICE DEPT,20150625902,Davidson,Nashville,7/1/2015 11:20:00 AM,1,0,0,36.101930,-86.753600,ARMORY DR,,,,780.00,Feet,East,SIDCO DR,,,,0.00,N,Not at Intersection,N,Entrance/Exit Ramp Related,None,,,         ,Justin,Pinkelton,Rain,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
100879275,METROPOLITAN NASHVILLE POLICE DEPT,20150625844,Davidson,Nashville,7/1/2015 11:04:00 AM,2,0,0,36.148670,-86.807040,24TH AVE N,,,,0.00,,,ELLISTON PL,,,,0.00,Y,Four-Way, ,Intersection,None,,,         ,Darrell,Osment,Rain,Angle,no,no,no,no,no,Campus
100879278,METROPOLITAN NASHVILLE POLICE DEPT,15-0625756,Davidson,Nashville,7/1/2015 10:30:00 AM,2,0,0,36.158280,-86.790900,CHURCH ST,,,,0.00,,,-- UNKNOWN RAMP/ROAD --,,,,0.00,Y,Four-Way, ,Intersection,None,,,         ,Frank,Campbell,Rain,"Sideswipe, Same Direction",no,no,no,no,no,False
100879294,METROPOLITAN NASHVILLE POLICE DEPT,20150625905,Davidson,Nashville,7/1/2015 11:22:00 AM,2,0,0,36.015290,-86.737530,HOLT RD,,,,443.00,Feet,West,WINFIELD DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Marc,Haugen,Rain,Front to Rear,no,no,no,no,no,False
100879298,METROPOLITAN NASHVILLE POLICE DEPT,20150625677,Davidson,Nashville,7/1/2015 10:01:00 AM,2,0,0,36.246570,-86.784200,I 24,,,,0.00,,,,,,,42.90,N,Not at Intersection, ,Non-Junction,None,,,         ,Andrae,Starling,Cloudy,Front to Rear,no,no,no,no,no,False
100879299,METROPOLITAN NASHVILLE POLICE DEPT,20150625894,Davidson,Nashville,7/1/2015 11:00:00 AM,2,1,0,36.172840,-86.600740,STATE HWY 265,,,,59.00,Feet,East,BURNING TREE DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Michael,Dance,Rain,Front to Rear,no,no,no,no,no,False
100879308,METROPOLITAN NASHVILLE POLICE DEPT,20150625834,Davidson,Nashville,7/1/2015 10:55:00 AM,2,0,0,36.123990,-86.751650,US HWY 31 ALT,,,,35.00,Feet,West,EXIT 6,,,,0.00,N,Not at Intersection, ,,None,,,         ,Brian,Murphy,,,no,no,no,no,no,False
100879312,METROPOLITAN NASHVILLE POLICE DEPT,2015-0626079,Davidson,Nashville,7/1/2015 12:55:00 PM,3,0,0,36.145200,-86.871800,US HWY 70,,,,383.00,Feet,North,AMERICAN RD,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Curtis,Rich,Rain,Front to Rear,no,no,no,no,no,False
100879323,METROPOLITAN NASHVILLE POLICE DEPT,20150626071,Davidson,Nashville,7/1/2015 12:39:00 PM,2,1,0,36.090500,-86.750130,TROUSDALE DR,,,,330.00,Feet,North,ALLIED DR,,,,0.00,N,Not at Intersection,N,Rail Grade Crossing,None,,,         ,Arthur,Hummell,Rain,Front to Rear,no,no,no,no,no,False
100879324,METROPOLITAN NASHVILLE POLICE DEPT,20150625963,Davidson,Nashville,7/1/2015 11:51:00 AM,2,3,0,36.140080,-86.728090,I 24,,,,0.00,,,,,,,51.50,N,Not at Intersection,N,Entrance/Exit Ramp Related,None,,,         ,Larry,Benz,Cloudy,Front to Rear,no,no,no,no,no,False
100879330,METROPOLITAN NASHVILLE POLICE DEPT,2015-0626096,Davidson,Nashville,7/1/2015 12:30:00 PM,2,0,0,36.141980,-86.884870,I 40,,,,0.00,,,,,,,202.20,N,Not at Intersection, ,Non-Junction,None,,,         ,Benjamin,Cantrell,Rain,"Sideswipe, Same Direction",no,no,no,no,no,False
100879336,METROPOLITAN NASHVILLE POLICE DEPT,20150626110,Davidson,Nashville,7/1/2015 12:30:00 PM,2,1,0,36.162070,-86.619240,I 40,,,,0.00,,,,,,,219.70,N,Not at Intersection,N,Non-Junction,None,,,         ,Joshua,Billotte,Rain,Front to Rear,no,no,no,no,yes,False
100879337,METROPOLITAN NASHVILLE POLICE DEPT,20150626048,Davidson,Nashville,7/1/2015 12:20:00 PM,2,2,0,36.191180,-86.797070,VANTAGE WAY,,,,0.00,Feet,,FRENCH LANDING DR,,,,0.00,Y,Four-Way,N,Intersection-Related,None,,,         ,Joseph,Cadden,Rain,Front to Rear,no,no,no,no,no,False
100879340,METROPOLITAN NASHVILLE POLICE DEPT,20150626134,Davidson,Nashville,7/1/2015 1:04:00 PM,2,0,0,36.071410,-86.769800,I 65,,,,0.00,,,,,,,77.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Marc,Haugen,Rain,Angle,no,no,no,no,no,False
100879341,METROPOLITAN NASHVILLE POLICE DEPT,20150625970,Davidson,Nashville,7/1/2015 11:10:00 AM,2,0,0,36.096150,-86.737650,US HWY 31 ALT,,,,0.00,,,ALLIED DR,,,,0.00,Y,T-Intersection,N,Intersection,None,,,         ,James,Thomas,Clear,Angle,no,no,no,no,no,False
100879344,METROPOLITAN NASHVILLE POLICE DEPT,20150626132,Davidson,Nashville,7/1/2015 12:46:00 PM,2,0,0,36.172620,-86.601950,STATE HWY 45,,,,0.00,,,PRINCETON PL,,,,0.00,Y,T-Intersection, ,Intersection-Related,None,,,         ,William,Mckay,Cloudy,Front to Rear,no,no,no,no,no,False
100879348,METROPOLITAN NASHVILLE POLICE DEPT,2015-0625933,Davidson,Nashville,7/1/2015 11:25:00 AM,2,0,0,36.125350,-86.742390,GLENROSE AVE,,,,0.00,,,FOSTER AVE,,,,0.00,Y,Four-Way, ,,None,,,         ,Jeffrey,Nidiffer,,,no,no,no,no,no,False
100879355,METROPOLITAN NASHVILLE POLICE DEPT,2015-0626176,Davidson,Nashville,7/1/2015 1:10:00 PM,2,0,0,36.103090,-86.838480,HOBBS RD,,,,56.00,Feet,West,ESTES RD,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Paul,Junkmann,Rain,Angle,no,no,no,no,no,False
100879357,METROPOLITAN NASHVILLE POLICE DEPT,20150626025,Davidson,Nashville,7/1/2015 12:20:00 PM,2,0,0,36.074140,-86.663240,UNA ANTIOCH PIKE,,,,0.00,,,PEBBLE CREEK DR,,,,0.00,Y,Four-Way,N,Intersection,None,,,         ,Todd,Watson,Rain,HeadOn,no,no,no,no,no,False
