master_record_number,agency,agency_tracking_number,county,city,collision_date,vehicles_involved,number_injured,number_dead,latitude,longitude,roadway_name,roadway_suffix,roadway_number,roadway_local_id,distance_from_reference,miles-feet_indicator,direction_from_reference,intersection_road_name,intersection_road_name_suffix,intersection_road_number,intersection_local_id,mile_marker,intersection_indicator,intersect_type,interchange_related_indicator,relation_to_junction,work_zone_type,construction_maintenance_zone,construction_maintenance_zone_location,fatal_case_number,officer_first_name,officer_last_name,weather_condition(s),manner_of_crash,pedestrian,bicycle,scooter,parking,hitrun,mou
102163237,METROPOLITAN NASHVILLE POLICE DEPT,20180832017,Davidson,Nashville,10/1/2018 12:17:00 AM,2,0,0,36.166090,-86.766140,SHELBY AV,,,,86.00,Feet,West,I24 E ENT RAMP,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Daniel,Caruth,Clear,Front to Rear,no,no,no,yes,yes,False
102163245,METROPOLITAN NASHVILLE POLICE DEPT,20180832098,Davidson,Nashville,10/1/2018 1:16:00 AM,1,0,0,36.092600,-86.762700,I 65,,,,0.00,,,,,,,78.50,N,Not at Intersection,N,Non-Junction,None,,,         ,Randall,Atkinson,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
102163270,METROPOLITAN NASHVILLE POLICE DEPT,20180832289,Davidson,Nashville,10/1/2018 12:00:00 AM,1,0,0,36.062960,-86.735980,BREWER DR,,,,0.00,,,,,,,0.00,,,N,Non-Junction,None,,,         ,Brandon,Rardin,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,yes,yes,False
102163275,METROPOLITAN NASHVILLE POLICE DEPT,20180832159,Davidson,Nashville,10/1/2018 2:05:00 AM,1,1,0,36.191020,-86.798950,VANTAGE WAY CT,,,,0.00,,,VANTAGE WAY,,,,0.00,Y,Four-Way,N,Intersection-Related,None,,,         ,Christopher,Royer,Clear,Not Collision with Motor Vehicle in Transport,no,yes,no,no,no,False
102163280,METROPOLITAN NASHVILLE POLICE DEPT,20180832053,Davidson,Nashville,10/1/2018 12:34:00 AM,1,0,0,36.059410,-86.669850,OTTENVILLE AV,,,,0.00,,,UNA ANTIOCH PKE,,,,0.00,Y,Y-Intersection,N,Non-Junction,None,,,         ,William,Williams,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
102163328,METROPOLITAN NASHVILLE POLICE DEPT,20180832461,Davidson,Nashville,10/1/2018 12:00:00 AM,2,2,0,36.168540,-86.788320,ROSA L PARKS BLVD,,,,0.00,,,HARRISON ST,,,,0.00,Y,Four-Way,N,Intersection,None,,,         ,Jeremy,Arrington,Clear,Angle,no,no,no,no,no,False
102163343,METROPOLITAN NASHVILLE POLICE DEPT,20180832528,Davidson,Nashville,10/1/2018 6:10:00 AM,2,0,0,36.253210,-86.716810,GALLATIN PKES,,,,5.00,Feet,South,MADISON SQ,,,,0.00,N,Not at Intersection, ,,None,,,         ,Chad,Mahoney,,,no,no,no,no,no,False
102163382,METROPOLITAN NASHVILLE POLICE DEPT,20180832558,Davidson,Nashville,10/1/2018 6:30:00 AM,2,0,0,36.237020,-86.656560,OCOEE TRL,,,,563.00,Feet,West,COMANCHE RUN,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Brian,Otto,Clear,Other,no,no,no,no,no,False
102163387,METROPOLITAN NASHVILLE POLICE DEPT,20180832595,Davidson,Nashville,10/1/2018 7:03:00 AM,2,0,0,36.095880,-86.655210,MURFREESBORO PKE,,,,161.00,Feet,East,SMITH SPRINGS RD,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Michael,Dance,Clear,Front to Rear,no,no,no,no,yes,False
102163402,METROPOLITAN NASHVILLE POLICE DEPT,20180832650,Davidson,Nashville,10/1/2018 7:30:00 AM,2,0,0,36.204490,-86.747580,E TRINITY LN,,,,36.00,Feet,West,DR RICHARD G ADAMS DR,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Reginald,Pierre-Paul,Clear,Front to Rear,no,no,no,no,no,False
