master_record_number,agency,agency_tracking_number,county,city,collision_date,vehicles_involved,number_injured,number_dead,latitude,longitude,roadway_name,roadway_suffix,roadway_number,roadway_local_id,distance_from_reference,miles-feet_indicator,direction_from_reference,intersection_road_name,intersection_road_name_suffix,intersection_road_number,intersection_local_id,mile_marker,intersection_indicator,intersect_type,interchange_related_indicator,relation_to_junction,work_zone_type,construction_maintenance_zone,construction_maintenance_zone_location,fatal_case_number,officer_first_name,officer_last_name,weather_condition(s),manner_of_crash,pedestrian,bicycle,scooter,parking,hitrun,mou
102059479,METROPOLITAN NASHVILLE POLICE DEPT,20180567905,Davidson,Nashville,7/1/2018 12:14:00 AM,2,0,0,36.152760,-86.826700,CHARLOTTE AV,,,,0.00,,,35TH AVN,,,,0.00,Y,OTHER, ,Intersection-Related,None,,,         ,Michael,Richardson,Clear,Front to Rear,no,no,no,no,no,False
102059515,METROPOLITAN NASHVILLE POLICE DEPT,20180568060,Davidson,Nashville,7/1/2018 12:00:00 AM,1,0,0,36.079630,-86.594820,PHILHALL PKWY,,,,0.00,Feet,East,SCENIC LAKE CT,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Brett,Johns,Clear,Unknown,no,no,no,no,yes,False
102059523,METROPOLITAN NASHVILLE POLICE DEPT,20180568114,Davidson,Nashville,7/1/2018 1:15:00 AM,2,0,0,36.106210,-86.673060,MURFREESBORO PKE,,,,0.00,Feet,,DONELSON PKE,,,,0.00,Y,Four-Way,N,Intersection-Related,None,,,         ,Derrick,Toney,Clear,Front to Rear,no,no,no,no,yes,False
102059524,METROPOLITAN NASHVILLE POLICE DEPT,20180568087,Davidson,Nashville,7/1/2018 12:00:00 AM,2,0,0,36.172950,-86.795150,10TH AVN,,,,0.00,,,REV DR ENOCH JONES BLVD,,,,0.00,Y,Four-Way,N,Intersection,None,,,         ,Abigail,Malone,Clear,Angle,no,no,no,no,yes,False
102059531,METROPOLITAN NASHVILLE POLICE DEPT,20180567895,Davidson,Nashville,7/1/2018 12:10:00 AM,2,2,0,36.151780,-86.768590,I40 W EXT RAMP,,,,0.00,,East,I 40,,,,0.00,N,Not at Intersection,N,Entrance/Exit Ramp Related,None,,,         ,Jeremy,Arrington,Clear,Angle,no,no,no,no,no,False
102059551,METROPOLITAN NASHVILLE POLICE DEPT,20180568038,Davidson,Nashville,7/1/2018 1:30:00 AM,2,2,0,36.051540,-86.886490,OLD HICKORY BLVD,,,,304.00,Feet,West,WEST MINISTER DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Kenneth,Bray,Clear,Front to Rear,no,no,no,no,no,False
102059564,METROPOLITAN NASHVILLE POLICE DEPT,20180568033,Davidson,Nashville,7/1/2018 12:05:00 AM,2,0,0,36.159710,-86.777930,5TH AVS,,,,315.00,Feet,South,BROADWAY,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Damon,Hutcheson,Clear,Angle,no,no,no,no,no,False
102059569,METROPOLITAN NASHVILLE POLICE DEPT,20180568323,Davidson,Nashville,7/1/2018 4:30:00 AM,1,0,0,36.068920,-86.703180,LOCUSTWOOD DR,,,,0.00,,,HAYWOOD LN,,,,0.00,Y,T-Intersection,N,Non-Junction,None,,,         ,Autumn,Manning,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,yes,False
102059583,METROPOLITAN NASHVILLE POLICE DEPT,20180568469,Davidson,Nashville,7/1/2018 6:15:00 AM,1,0,0,36.116140,-86.796840,I 440,,,,0.00,,,,,,,3.60,N,Not at Intersection,N,Non-Junction,None,,,         ,Dakota,Vermillion,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
102059585,METROPOLITAN NASHVILLE POLICE DEPT,20180568436,Davidson,Not in City Limit,7/1/2018 5:30:00 AM,1,0,0,36.091600,-86.986990,NEWSOM STATION RD,,,,0.00,,,BUFFALO RD,,,,0.00,Y,Four-Way,N,Intersection,None,,,         ,Kevin,McGinniss,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
