master_record_number,agency,agency_tracking_number,county,city,collision_date,vehicles_involved,number_injured,number_dead,latitude,longitude,roadway_name,roadway_suffix,roadway_number,roadway_local_id,distance_from_reference,miles-feet_indicator,direction_from_reference,intersection_road_name,intersection_road_name_suffix,intersection_road_number,intersection_local_id,mile_marker,intersection_indicator,intersect_type,interchange_related_indicator,relation_to_junction,work_zone_type,construction_maintenance_zone,construction_maintenance_zone_location,fatal_case_number,officer_first_name,officer_last_name,weather_condition(s),manner_of_crash,pedestrian,bicycle,scooter,parking,hitrun,mou
102262932,METROPOLITAN NASHVILLE POLICE DEPT,20190000178,Davidson,Nashville,1/1/2019 1:11:00 AM,2,0,0,36.195480,-86.731400,CAHAL AV,,,,175.00,Feet,West,PENNINGTON AV,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Ryan,Worstall,Clear,"Sideswipe, Same Direction",no,no,no,no,no,False
102262934,METROPOLITAN NASHVILLE POLICE DEPT,20190000168,Davidson,Nashville,1/1/2019 12:50:00 AM,2,0,0,36.134730,-86.783990,WEDGEWOOD AV,,,,27.00,Feet,East,HILLSIDE AV,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Garrett,Reingardt,Clear,Angle,no,no,no,no,no,False
102262953,METROPOLITAN NASHVILLE POLICE DEPT,20190000673,Davidson,Nashville,1/1/2019 5:20:00 AM,1,0,0,36.159060,-86.587120,STARWIND PT,,,,156.00,Feet,North,MOON CV,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Tien,Nguyen,Unknown,Not Collision with Motor Vehicle in Transport,no,no,no,no,yes,False
102263023,METROPOLITAN NASHVILLE POLICE DEPT,20190000686,Davidson,Nashville,1/1/2019 12:00:00 AM,1,0,0,36.081810,-86.764320,I65 S EXT RAMP,,,,0.00,Feet,East,I 65,,,,0.00,N,Not at Intersection,N,Entrance/Exit Ramp Related,None,,,         ,Gary,Sneed,Unknown,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
102263035,METROPOLITAN NASHVILLE POLICE DEPT,20190000864,Davidson,Nashville,1/1/2019 12:00:00 AM,1,0,0,36.169610,-86.792420,IRELAND ST,,,,131.00,Feet,East,10TH AVN,,,,0.00,N,Not at Intersection,N,OtherLocation,None,,,         ,Brian,Mclarty,Cloudy,Not Collision with Motor Vehicle in Transport,no,no,no,yes,yes,False
102263037,METROPOLITAN NASHVILLE POLICE DEPT,20190000705,Davidson,Nashville,1/1/2019 3:18:00 AM,5,0,0,36.067230,-86.691910,APACHE TRL,,,,145.00,Feet,East,HICKORY LAKE APTS PVTDR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Jessie,Meadows,Clear,Other,no,no,no,no,yes,False
102263038,METROPOLITAN NASHVILLE POLICE DEPT,20190000885,Davidson,Nashville,1/1/2019 9:58:00 AM,1,0,0,36.053170,-86.620250,MT VIEW RD,,,,612.00,Feet,West,MT VIEW CIR,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Jessie,Meadows,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
102263110,METROPOLITAN NASHVILLE POLICE DEPT,2019-0000700,Davidson,Nashville,1/1/2019 12:30:00 AM,1,0,0,36.091050,-86.750090,TROUSDALE DR,,,,526.00,Feet,North,ALLIED DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Sean,Williams,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,yes,False
102263274,METROPOLITAN NASHVILLE POLICE DEPT,20190001191,Davidson,Nashville,1/1/2019 2:03:00 PM,3,0,0,36.216640,-86.696410,OPRYLAND DR,,,,162.00,Feet,South,MUSIC VALLEY DR,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Michael,Dance,Cloudy,Front to Rear,no,no,no,no,no,False
102263280,METROPOLITAN NASHVILLE POLICE DEPT,20190001008,Davidson,Nashville,1/1/2019 12:00:00 PM,2,0,0,36.064770,-86.621830,HAMILTON CHURCH RD,,,,81.00,Feet,East,OWENDALE DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Jessie,Meadows,Clear,Front to Rear,no,no,no,no,no,False
