master_record_number,agency,agency_tracking_number,county,city,collision_date,vehicles_involved,number_injured,number_dead,latitude,longitude,roadway_name,roadway_suffix,roadway_number,roadway_local_id,distance_from_reference,miles-feet_indicator,direction_from_reference,intersection_road_name,intersection_road_name_suffix,intersection_road_number,intersection_local_id,mile_marker,intersection_indicator,intersect_type,interchange_related_indicator,relation_to_junction,work_zone_type,construction_maintenance_zone,construction_maintenance_zone_location,fatal_case_number,officer_first_name,officer_last_name,weather_condition(s),manner_of_crash,pedestrian,bicycle,scooter,parking,hitrun,mou
103103803,METROPOLITAN NASHVILLE POLICE DEPT,20210514670,Davidson,Nashville,10/1/2021 10:30:00 AM,2,0,0,36.125780,-86.846450,KENNER AV,,,,19.00,Feet,South,HARDING PKE,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Robert,Allen,Clear,Angle,no,no,no,no,no,False
103103815,METROPOLITAN NASHVILLE POLICE DEPT,20210514758,Davidson,Nashville,10/1/2021 11:41:00 AM,2,0,0,36.053140,-86.672150,I 24,,,,0.00,,,,,,,58.50,N,Not at Intersection, ,Non-Junction,None,,,         ,Eric,Burford,Clear,Front to Rear,no,no,no,no,no,False
103103818,METROPOLITAN NASHVILLE POLICE DEPT,20210514666,Davidson,Nashville,10/1/2021 10:30:00 AM,2,0,0,36.187020,-86.822380,ED TEMPLE BLVD,,,,391.00,Feet,North,TSU CONNECTOR,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Jean,McCormack,Clear,"Sideswipe, Opposite Direction",no,no,no,no,yes,False
103103826,METROPOLITAN NASHVILLE POLICE DEPT,20210514753,Davidson,Nashville,10/1/2021 11:10:00 AM,2,0,0,36.137230,-86.726610,I40 E ENT RAMP,,,,0.00,,,I 24,,,,0.00,Y,Y-Intersection, ,Entrance/Exit Ramp Related,None,,,         ,Dillon,Deleacaes,Clear,Front to Rear,no,no,no,no,no,False
103103839,METROPOLITAN NASHVILLE POLICE DEPT,20210514829,Davidson,Nashville,10/1/2021 12:34:00 PM,2,0,0,36.156010,-86.789180,I40 W EXT RAMP,,,,0.00,Feet,East,I 40,,,,0.00,N,Not at Intersection, ,,None,,,         ,Jason,Thomas,,,no,no,no,no,no,False
103103840,METROPOLITAN NASHVILLE POLICE DEPT,20210514816,Davidson,Nashville,10/1/2021 12:08:00 PM,2,0,0,36.152500,-86.795620,18TH AVS,,,,180.00,Feet,North,BROADWAY,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Earl,Davis,Clear,"Sideswipe, Same Direction",no,no,no,no,yes,False
103103842,METROPOLITAN NASHVILLE POLICE DEPT,20210514775,Davidson,Nashville,10/1/2021 10:20:00 AM,2,0,0,36.094480,-86.915960,JOCELYN HOLLOW RD,,,,768.00,Feet,West,HATHAWAY CT,,,,0.00,N,Not at Intersection, ,Non-Junction,Maintenance Zone,,,         ,laina,herod,Clear,Angle,no,no,no,no,no,False
103103861,METROPOLITAN NASHVILLE POLICE DEPT,20210514845,Davidson,Nashville,10/1/2021 12:44:00 PM,2,0,0,36.154830,-86.763340,HERMITAGE AV,,,,0.00,,,ANTHES DR,,,,0.00,Y,Four-Way, ,Intersection,None,,,         ,Wesley,Young,Clear,"Sideswipe, Same Direction",no,no,no,no,no,False
103103862,METROPOLITAN NASHVILLE POLICE DEPT,20210514658,Davidson,Nashville,10/1/2021 7:20:00 AM,2,0,0,36.178530,-86.763470,ELLINGTON PKWYS,,,,194.00,Feet,North,ELLINGTON PKWYN,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Paul,Hughes II,Clear,"Sideswipe, Same Direction",no,no,no,no,no,False
103103889,METROPOLITAN NASHVILLE POLICE DEPT,20210514668,Davidson,Nashville,10/1/2021 10:28:00 AM,1,1,0,36.058060,-86.677880,I 24,,,,0.00,,,,,,,58.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Tyler,Heckaman,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
103103921,METROPOLITAN NASHVILLE POLICE DEPT,20210514701,Davidson,Nashville,10/1/2021 10:50:00 AM,1,1,0,36.184940,-86.776890,COWAN ST,,,,0.00,,,COWAN CT,,,,0.00,Y,OTHER,N,Non-Junction,None,,,         ,Michael,Douglas,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
103103936,METROPOLITAN NASHVILLE POLICE DEPT,20210514904,Davidson,Not in City Limit,10/1/2021 1:35:00 PM,2,0,0,36.260370,-86.712860,HICKORY ST,,,,0.00,,,GALLATIN PKES,,,,0.00,Y,T-Intersection, ,,None,,,         ,Christopher,Littles,,,no,no,no,no,no,False
103104012,METROPOLITAN NASHVILLE POLICE DEPT,20210514896,Davidson,Nashville,10/1/2021 1:24:00 PM,2,0,0,36.148090,-86.799400,21ST AVS,,,,53.00,Feet,North,BROADWAY,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Nicholas,Smith,Clear,"Sideswipe, Same Direction",no,no,no,no,no,Campus
103104057,METROPOLITAN NASHVILLE POLICE DEPT,20210514964,Davidson,Nashville,10/1/2021 2:27:00 PM,2,1,0,36.106210,-86.673060,MURFREESBORO PKE,,,,0.00,,,DONELSON PKE,,,,0.00,Y,Four-Way,Y,Intersection,None,,,         ,Rachael,Robinson,Clear,Front to Rear,no,no,no,no,no,False
103104070,METROPOLITAN NASHVILLE POLICE DEPT,20210514903,Davidson,Nashville,10/1/2021 1:32:00 PM,4,1,0,36.178350,-86.816750,25TH AVN,,,,3.00,Feet,North,DELK AV,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Paxton,Montgomery,Clear,"Sideswipe, Same Direction",no,no,no,no,yes,False
103104071,METROPOLITAN NASHVILLE POLICE DEPT,20210514943,Davidson,Nashville,10/1/2021 1:18:00 PM,2,0,0,36.179530,-86.773870,I 24,,,,0.00,,,,,,,47.70,N,Not at Intersection, ,Entrance/Exit Ramp Related,None,,,         ,Ronald,Bright,Cloudy,Front to Rear,no,no,no,no,no,False
103104072,METROPOLITAN NASHVILLE POLICE DEPT,20210514975,Davidson,Nashville,10/1/2021 2:36:00 PM,2,0,0,36.185490,-86.775200,I 24,,,,0.00,,,,,,,47.20,N,Not at Intersection,N,Non-Junction,None,,,         ,Ronald,Bright,Cloudy,Front to Rear,no,no,no,no,no,False
103104084,METROPOLITAN NASHVILLE POLICE DEPT,20210514957,Davidson,Nashville,10/1/2021 12:00:00 AM,2,1,0,36.143190,-86.791880,VILLA PL,,,,15.00,Feet,South,EDGEHILL AV,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Sekou,Samassi,Clear,Front to Rear,no,no,no,no,no,False
103104126,METROPOLITAN NASHVILLE POLICE DEPT,20210514868,Davidson,Nashville,10/1/2021 12:00:00 AM,3,0,0,36.192410,-86.621980,JUAREZ DR,,,,270.00,Feet,West,PANAMA DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Keenan,McCann,Clear,Angle,no,no,no,no,no,False
103104130,METROPOLITAN NASHVILLE POLICE DEPT,20210515024,Davidson,Nashville,10/1/2021 2:26:00 PM,2,4,0,36.228900,-86.759360,DICKERSON PKE,,,,173.00,Feet,South,BROADMOOR DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Tyler,Lewis,Clear,Angle,no,no,no,no,no,False
103104157,METROPOLITAN NASHVILLE POLICE DEPT,20210515068,Davidson,Nashville,10/1/2021 3:37:00 PM,2,1,0,36.180270,-86.774360,I 24,,,,0.00,,,,,,,47.65,N,Not at Intersection,N,Non-Junction,None,,,         ,Roy,Sain Jr.,Clear,Front to Rear,no,no,no,no,no,False
103104163,METROPOLITAN NASHVILLE POLICE DEPT,20210515011,Davidson,Nashville,10/1/2021 3:00:00 PM,2,1,0,36.050730,-86.646910,BELL FORGE LNE,,,,0.00,,,BELL RD,,,,0.00,Y,Four-Way,Y,Intersection,None,,,         ,Taylor,Blackwelder,Clear,Angle,no,no,no,no,no,False
103104166,METROPOLITAN NASHVILLE POLICE DEPT,20210515142,Davidson,Antioch,10/1/2021 12:00:00 AM,1,0,0,36.025600,-86.615810,OLD HICKORY BLVD,,,,1938.00,Feet,South,LOGISTICS WAY,,,,0.00,N,Not at Intersection,N,Unknown,Unknown,,,         ,Brandon,Simpkins,Clear,Unknown,no,no,no,no,yes,False
103104181,METROPOLITAN NASHVILLE POLICE DEPT,20210515106,Davidson,Nashville,10/1/2021 3:28:00 PM,2,0,0,36.090610,-86.626120,BELL RD,,,,148.00,Feet,East,SMITH SPRINGS RD,,,,0.00,N,Not at Intersection,N,"Driveway, Alley Access, etc",None,,,         ,Robert,Marquez,Clear,Angle,no,no,no,no,no,False
103104185,METROPOLITAN NASHVILLE POLICE DEPT,20210515126,Davidson,Nashville,10/1/2021 12:00:00 AM,1,0,0,36.194370,-86.624430,BONNAFORD DR,,,,42.00,Feet,South,BONNARIDGE DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Crockett,Bruce,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,yes,False
103104201,METROPOLITAN NASHVILLE POLICE DEPT,20210515262,Davidson,Nashville,10/1/2021 5:00:00 PM,2,0,0,36.170430,-86.679710,MCGAVOCK PKE,,,,392.00,Feet,North,LEBANON PKE,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Douglas,Mann,Clear,Angle,no,no,no,no,yes,False
103104229,METROPOLITAN NASHVILLE POLICE DEPT,20210515158,Davidson,Nashville,10/1/2021 4:27:00 PM,2,1,0,36.174400,-86.774190,N 1ST ST,,,,0.00,,,OLDHAM ST,,,,0.00,Y,T-Intersection,N,Non-Junction,None,,,         ,Michael,Douglas,Clear,Angle,no,no,no,no,no,False
103104258,METROPOLITAN NASHVILLE POLICE DEPT,20210515267,Davidson,Nashville,10/1/2021 6:20:00 PM,2,0,0,36.237520,-86.731900,BRILEY PKWY W EXT RAMP,,,,0.00,,,BRILEY PKWYW,,,,0.00,Y,OTHER, ,,None,,,         ,Sean,Herman,,,no,no,no,no,no,False
103104274,METROPOLITAN NASHVILLE POLICE DEPT,20210515191,Davidson,Nashville,10/1/2021 4:50:00 PM,5,3,0,36.121190,-86.727220,I 24,,,,0.00,,,,,,,52.80,N,Not at Intersection,N,Non-Junction,None,,,         ,Beri,Scott,Clear,Angle,no,no,no,no,no,False
103104275,METROPOLITAN NASHVILLE POLICE DEPT,20210515352,Davidson,Nashville,10/1/2021 5:00:00 PM,2,0,0,36.211320,-86.629940,HERITAGE TRL,,,,237.00,Feet,North,OAK VALE,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,David,Stanley,Clear,Rear to Side,no,no,no,no,no,False
103104276,VANDERBILT UNIVERSITY POLICE,2021-0515341,Davidson,Nashville,10/1/2021 6:45:00 PM,2,0,0,36.139340,-86.803080,23RD AVS,,,,167.00,Feet,North,CHILDRENS WAY,,,,0.00,N,Not at Intersection, ,,None,,,         ,Dontrell,Weakley,,,no,no,no,yes,no,Campus
103104282,METROPOLITAN NASHVILLE POLICE DEPT,20210515238,Davidson,Nashville,10/1/2021 5:10:00 PM,2,0,0,36.066250,-86.770800,I 65,,,,0.00,,,,,,,76.70,N,Not at Intersection,N,Non-Junction,None,,,         ,Eric,Modransky,Clear,Angle,no,no,no,no,no,False
103104289,METROPOLITAN NASHVILLE POLICE DEPT,20210515380,Davidson,Nashville,10/1/2021 12:00:00 AM,2,0,0,36.245300,-86.638460,OLD HICKORY BLVD,,,,100.00,Feet,East,30TH ST,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Keenan,McCann,Clear,"Sideswipe, Same Direction",no,no,no,no,no,False
103104290,METROPOLITAN NASHVILLE POLICE DEPT,20210515025,Davidson,Nashville,10/1/2021 3:05:00 PM,2,1,0,36.074860,-86.639000,MURFREESBORO PKE,,,,173.00,Feet,North,RURAL HILL RD,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Dontaveous,Eubanks,Clear,Front to Rear,no,no,no,no,no,False
103104291,METROPOLITAN NASHVILLE POLICE DEPT,20210514960,Davidson,Nashville,10/1/2021 2:21:00 PM,3,0,0,36.200550,-86.620930,OLD HICKORY BLVD,,,,0.00,,,PLANTATION DR,,,,0.00,Y,T-Intersection, ,Intersection-Related,None,,,         ,Dontaveous,Eubanks,Clear,Front to Rear,no,no,no,no,no,False
103104292,METROPOLITAN NASHVILLE POLICE DEPT,20210515293,Davidson,Nashville,10/1/2021 4:58:00 PM,2,0,0,36.174400,-86.774190,OLDHAM ST,,,,0.00,,,N 1ST ST,,,,0.00,Y,Four-Way, ,Intersection,None,,,         ,Gabriel,Vasquez,Clear,Front to Rear,no,no,no,no,no,False
103104293,METROPOLITAN NASHVILLE POLICE DEPT,20210515398,Davidson,Nashville,10/1/2021 6:50:00 PM,2,0,0,36.064860,-86.628550,MURFREESBORO PKE,,,,31.00,Feet,North,HAMILTON CHURCH RD,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Nadine,Klemenz,Clear,Front to Rear,no,no,no,no,no,False
103104299,METROPOLITAN NASHVILLE POLICE DEPT,20210515076,Davidson,Nashville,10/1/2021 3:39:00 PM,2,0,0,36.040950,-86.743700,EDMONDSON PKE,,,,349.00,Feet,North,OLD HICKORY BLVD,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Dylan,Motes,Clear,Angle,no,no,no,no,yes,False
103104307,METROPOLITAN NASHVILLE POLICE DEPT,20210515323,Davidson,Nashville,10/1/2021 6:30:00 PM,1,1,0,36.215260,-86.837870,CLARKSVILLE PKE,,,,322.00,Feet,North,CEDAR CIR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Malik,Burriss,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
103104308,METROPOLITAN NASHVILLE POLICE DEPT,20210515103,Davidson,Nashville,10/1/2021 12:00:00 AM,2,1,0,36.126370,-86.845660,HARDING PKE,,,,69.00,Feet,West,RIDGEFIELD WAY,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Kristopher,Sharpe,Clear,"Sideswipe, Opposite Direction",no,no,no,no,no,False
103104316,METROPOLITAN NASHVILLE POLICE DEPT,20210515196,Davidson,Nashville,10/1/2021 4:50:00 PM,3,0,0,36.206780,-86.781010,W TRINITY LN,,,,0.00,,,SCRUGGS LN,,,,0.00,Y,T-Intersection,N,Intersection,None,,,         ,Jarrett,Messick,Clear,"Sideswipe, Same Direction",no,no,no,no,no,False
103104337,METROPOLITAN NASHVILLE POLICE DEPT,20210515226,Davidson,Nashville,10/1/2021 4:22:00 PM,2,0,0,36.161740,-86.793290,I 40,,,,0.00,,,,,,,208.35,N,Not at Intersection, ,Non-Junction,None,,,         ,Roy,Sain Jr.,Clear,"Sideswipe, Same Direction",no,no,no,no,no,False
103104357,METROPOLITAN NASHVILLE POLICE DEPT,20210515388,Davidson,Nashville,10/1/2021 12:00:00 AM,1,0,0,36.251440,-86.742440,DUE WEST AVN,,,,0.00,,,,,,,0.00,,Not at Intersection,N,"Driveway, Alley Access, etc",None,,,         ,Thomas,Denenea,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,yes,yes,False
103104358,METROPOLITAN NASHVILLE POLICE DEPT,20210515462,Davidson,Nashville,10/1/2021 4:00:00 PM,2,0,0,36.116690,-86.748150,NOLENSVILLE PKE,,,,76.00,Feet,North,JOYNER AV,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Dalton,Crum,Clear,Front to Rear,no,no,no,no,yes,False
103104376,GOODLETTSVILLE POLICE DEPT,21-27650,Davidson,Goodlettsville,10/1/2021 6:52:00 PM,2,1,0,36.314630,-86.699020,CONFERENCE DR,,,,0.00,,,WINDSOR GREEN CT,,,,0.00,Y,T-Intersection,N,Intersection,None,,,         ,Nicholas,Given,Clear,Front to Rear,no,no,no,no,no,False
103104377,GOODLETTSVILLE POLICE DEPT,21-27651,Davidson,Goodlettsville,10/1/2021 7:12:00 PM,2,0,0,36.307910,-86.703890,-- UNKNOWN RAMP/ROAD --,,,,0.00,,,I 65,,,,0.00,Y,Four-Way,Y,Intersection,None,,,         ,Michael,Morgan,Clear,Front to Rear,no,no,no,no,yes,False
103104390,METROPOLITAN NASHVILLE POLICE DEPT,3FAHP07149R2019,Davidson,Nashville,10/1/2021 12:00:00 AM,2,0,0,36.046250,-86.660870,I 24,,,,0.00,,,,,,,59.30,N,Not at Intersection,N,Non-Junction,None,,,         ,Taylor,Blackwelder,Clear,Front to Rear,no,no,no,no,yes,False
103104405,METROPOLITAN NASHVILLE POLICE DEPT,20210515326,Davidson,Nashville,10/1/2021 6:15:00 PM,1,1,0,36.117890,-86.768190,I440 E ENT RAMP,,,,0.00,,,I 440,,,,0.00,Y,OTHER,N,Non-Junction,None,,,         ,Goran,Manojlovic,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
103104428,METROPOLITAN NASHVILLE POLICE DEPT,20210515448,Davidson,Nashville,10/1/2021 8:00:00 PM,3,2,0,36.052500,-86.684450,TUSCULUM RD,,,,0.00,,,SHIHMEN DR,,,,0.00,Y,T-Intersection,N,Intersection,None,,,         ,Beri,Scott,Clear,Angle,no,no,no,no,yes,False
103104429,METROPOLITAN NASHVILLE POLICE DEPT,20210515468,Davidson,Nashville,10/1/2021 8:27:00 PM,1,0,0,36.036450,-86.645410,I 24,,,,0.00,,,,,,,60.40,N,Not at Intersection,N,Non-Junction,None,,,         ,John,McDonnell,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
103104431,METROPOLITAN NASHVILLE POLICE DEPT,20210515530,Davidson,Not in City Limit,10/1/2021 9:19:00 PM,2,0,0,36.264070,-86.690290,STATE RT 45,,,,0.00,,,MYATT DR,,,,0.00,Y,Four-Way, ,,None,,,         ,Derek,Sibley,,,no,no,no,no,no,False
103104466,METROPOLITAN NASHVILLE POLICE DEPT,20210515434,Davidson,Nashville,10/1/2021 7:45:00 PM,2,1,0,36.238640,-86.818630,WHITES CREEK PKE,,,,350.00,Feet,North,W GREEN LN,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Tre,Marlowe,Clear,"Sideswipe, Same Direction",no,no,no,no,no,False
103104474,METROPOLITAN NASHVILLE POLICE DEPT,20210515479,Davidson,Nashville,10/1/2021 8:37:00 PM,2,0,0,36.164550,-86.802470,HERMAN ST,,,,98.00,Feet,West,17TH AVN,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Michael,Intrieri,Clear,Other,no,no,no,no,yes,False
103104476,METROPOLITAN NASHVILLE POLICE DEPT,20210515442,Davidson,Nashville,10/1/2021 7:30:00 PM,3,0,0,36.027260,-86.712770,NOLENSVILLE PKE,,,,168.00,Feet,North,LORDS CHAPEL DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Corey,Reed,Clear,Front to Rear,no,no,no,no,no,False
103104477,METROPOLITAN NASHVILLE POLICE DEPT,20210515437,Davidson,Nashville,10/1/2021 7:54:00 PM,3,1,0,36.193660,-86.831220,CLARKSVILLE PKE,,,,0.00,,,BUENA VISTA PKE,,,,0.00,Y,Four-Way,Y,Intersection,None,,,         ,Tristen,Mayfield,Clear,Front to Rear,no,no,no,no,no,False
103104495,METROPOLITAN NASHVILLE POLICE DEPT,20210515600,Davidson,Nashville,10/1/2021 8:33:00 PM,2,0,0,36.147970,-86.745060,I 40,,,,0.00,,,,,,,211.95,N,Not at Intersection,N,Non-Junction,None,,,         ,Bryson,Wilkins,,"Sideswipe, Same Direction",no,no,no,no,no,False
103104514,METROPOLITAN NASHVILLE POLICE DEPT,20210515581,Davidson,Nashville,10/1/2021 10:19:00 PM,2,1,0,36.195420,-86.774280,FERN AV,,,,237.00,Feet,East,WHITES CREEK PKE,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Trevor,Jones,Clear,"Sideswipe, Opposite Direction",no,no,no,no,no,False
103104520,METROPOLITAN NASHVILLE POLICE DEPT,20210515576,Davidson,Madison,10/1/2021 10:13:00 PM,1,1,0,36.277950,-86.771330,OLD HICKORY BLVD,,,,210.00,Feet,East,DALEMERE DR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Vincent,McCrary,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,yes,False
103104551,METROPOLITAN NASHVILLE POLICE DEPT,20210515496,Davidson,Nashville,10/1/2021 5:50:00 PM,2,0,0,36.194460,-86.832500,CLARKSVILLE PKE,,,,268.00,Feet,East,W SUMMITT AV,,,,0.00,N,Not at Intersection, ,Non-Junction,None,,,         ,Malik,Burriss,Clear,Front to Rear,no,no,no,no,no,False
103104554,METROPOLITAN NASHVILLE POLICE DEPT,20210515795,Davidson,Nashville,10/2/2021 12:50:00 AM,2,1,0,36.086870,-86.730230,NOLENSVILLE PKE,,,,0.00,,,ELYSIAN FIELDS CT,,,,0.00,Y,Four-Way,Y,Intersection,None,,,         ,Jonathan,Handley,Clear,Angle,no,no,no,no,yes,False
103104565,METROPOLITAN NASHVILLE POLICE DEPT,20210515684,Davidson,Nashville,10/1/2021 11:35:00 PM,2,1,0,36.160760,-86.793690,14TH AVN,,,,0.00,,,CHARLOTTE AV,,,,0.00,Y,Four-Way,N,Intersection,None,,,         ,Bobby,Ehman,Clear,Angle,no,no,no,no,no,False
103104595,METROPOLITAN NASHVILLE POLICE DEPT,20210516036,Davidson,Nashville,10/2/2021 4:00:00 AM,2,1,0,36.160420,-86.664460,WOODBERRY DR,,,,22.00,Feet,West,DONELSON PKE,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Nelson,Hemingway,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,yes,False
103104596,METROPOLITAN NASHVILLE POLICE DEPT,20210515747,Davidson,Nashville,10/2/2021 12:12:00 AM,2,1,0,36.111010,-86.773360,FRANKLIN PKE,,,,155.00,Feet,North,WOODMONT BLVD WB ENT RAMP,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Thomas,Vasquez,Clear,Front to Rear,no,no,no,no,no,False
103104601,METROPOLITAN NASHVILLE POLICE DEPT,20210515901,Davidson,Nashville,10/2/2021 1:59:00 AM,2,0,0,36.097460,-86.709070,I 24,,,,0.00,,,,,,,54.80,N,Not at Intersection,N,Non-Junction,None,,,         ,Jose,Oliveros,Clear,Front to Rear,no,no,no,no,yes,False
103104603,METROPOLITAN NASHVILLE POLICE DEPT,20210515942,Davidson,Nashville,10/2/2021 3:02:00 AM,1,0,0,36.130260,-86.727750,I 24,,,,0.00,,,,,,,51.30,N,Not at Intersection,Y,Entrance/Exit Ramp Related,None,,,         ,Amy,Hirschmann,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
103104607,METROPOLITAN NASHVILLE POLICE DEPT,20210515865,Davidson,Nashville,10/2/2021 1:49:00 AM,1,0,0,36.134400,-86.726910,I24E,,,,91.00,Feet,North,I24 E ENT RAMP,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Robert,Leverick,Clear,Not Collision with Motor Vehicle in Transport,no,no,no,no,no,False
103104614,METROPOLITAN NASHVILLE POLICE DEPT,20210515734,Davidson,Not in City Limit,10/2/2021 12:12:00 AM,1,0,0,36.111930,-86.930220,CHARLOTTE PKE,,,,224.00,Feet,West,CHARLOTTE PKE PVTDR,,,,0.00,N,Not at Intersection,N,Non-Junction,None,,,         ,Christopher,Alceus,Clear,Unknown,no,no,no,no,no,False
